title,year,infobox,critics_count,critics_score,audience_count,audience_score,suppliers_list,rottentomatoes_year,rottentomatoes_genre,rottentomatoes_length
The Apartment,1960,"{'Directed by': ['Billy Wilder', '', ''], 'Written by': ['Billy Wilder', 'I. A. L. Diamond', '', ''], 'Produced by': ['Billy Wilder', '', ''], 'Starring': ['Jack Lemmon', 'Shirley MacLaine', 'Fred MacMurray', 'Ray Walston', 'Edie Adams', '', ''], 'Cinematography': ['Joseph LaShelle', '', ''], 'Edited by': ['Daniel Mandell', '', ''], 'Music by': ['Adolph Deutsch', '', ''], 'Production company': ['', 'The Mirisch Company'], 'Distributed by': ['United Artists', '', ''], 'Release dates': ['June\xa015,\xa01960', ' (NY)', 'June\xa021,\xa01960', ' (LA)', 'July\xa023,\xa01960', ' (London)', '\n \n', ''], 'Running time': ['125 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', ''], 'Budget': ['$3 million', '', ''], 'Box office': ['$24.6 million', '', '']}",106 Reviews,93,"25,000+ Ratings",94,"[('vudu', 'Rent/buy'), ('amazon-prime-video-us', 'Rent/buy'), ('itunes', 'Rent/buy')]",1960, Comedy/Drama, 2h 5m
L'Avventura,1960,"{'Directed by': ['Michelangelo Antonioni', '', ''], 'Screenplay by': ['Michelangelo Antonioni', 'Elio Bartolini', 'Tonino Guerra', '', ''], 'Story by': ['Michelangelo Antonioni', '', ''], 'Produced by': ['Amato Pennasilico', '', ''], 'Starring': ['Gabriele Ferzetti', 'Monica Vitti', 'Lea Massari', '', ''], 'Cinematography': ['Aldo Scavarda', '', ''], 'Edited by': ['Eraldo Da Roma', '', ''], 'Music by': ['Giovanni Fusco', '', ''], 'Production company': ['', 'Cino Del Duca'], 'Distributed by': ['Cino Del Duca', '', ''], 'Release dates': ['15\xa0May\xa01960', ' (', ')', '29\xa0June\xa01960', ' (Italy)', 'Cannes', '\n \n', ''], 'Running time': ['143 minutes', '', ''], 'Country': ['Italy', '', ''], 'Language': ['Italian', '', '']}",53 Reviews,94,"5,000+ Ratings",88,"[('vudu', 'Rent/buy'), ('amazon-prime-video-us', 'Rent/buy'), ('hbo-max', 'Subscription'), ('itunes', 'Rent/buy')]",1960, Drama, 2h 25m
Bad Luck,1960,"{'Directed by': ['Andrzej Munk', '', ''], 'Written by': ['Jerzy Stefan Stawiński', '', ''], 'Starring': ['Bogumił Kobiela', '', ''], 'Cinematography': ['Jerzy Lipman', 'Krzysztof Winiewicz', '', ''], 'Edited by': ['Jadwiga Zajiček', '', ''], 'Production company': ['', ' Kadr Film Studio'], 'Release date': ['May\xa01960', '\n \n', ''], 'Running time': ['92 minutes', '', ''], 'Country': ['Poland', '', ''], 'Language': ['Polish', '', '']}",1 Reviews,,250+ Ratings,88,,1960, Comedy, 2h 0m
Because They're Young,1960,"{'Directed by': ['Paul Wendkos', '', ''], 'Written by': ['James Gunn', '', ''], 'Based on': ['by ', 'John Farris', '', ''], 'Produced by': ['Jerry Bresler', '', ''], 'Starring': ['Dick Clark', '', ''], 'Cinematography': ['Wilfred M. Cline', '', ''], 'Edited by': ['Chester W. Schaeffer', '', ''], 'Music by': ['John Williams', '', ''], 'Production company': ['Jerry Bresler Productions', ''], 'Distributed by': ['Columbia Pictures', '', ''], 'Release date': ['April\xa01960', '\n \n', ''], 'Running time': ['102 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', '']}",0 Reviews,,Fewer than 50 Ratings,,,1960, Drama, 1h 42m
Beat Girl,1960,"{'Directed by': ['Edmond T. Gréville', '', ''], 'Screenplay by': ['Dail Ambler', '', ''], 'Produced by': ['George Willoughby', '', ''], 'Starring': ['David Farrar', 'Noëlle Adam', 'Christopher Lee', 'Adam Faith', 'Gillian Hills', '\n \n', ''], 'Cinematography': ['Walter Lassally', '', ''], 'Edited by': ['Gordon Pilkington', '', ''], 'Music by': ['Lyrics by:\n', 'John Barry', '\n \n', ''], 'Production company': ['Willoughby Film Productions', ''], 'Distributed by': ['Renown Pictures', '', ''], 'Release date': ['28 October 1960', '', ''], 'Running time': ['87 minutes', '', ''], 'Country': ['United Kingdom', '', ''], 'Language': ['English', '', '']}",4 Reviews,,250+ Ratings,45,,1960, Drama, 1h 32m
Breathless,1960,"{'': ['', ''], 'Directed by': ['Jean-Luc Godard', '', ''], 'Screenplay by': ['Jean-Luc Godard', '', ''], 'Story by': [' (uncredited)', 'François Truffaut', 'Claude Chabrol', '\n \n', ''], 'Produced by': ['Georges de Beauregard', '', ''], 'Starring': ['Henri-Jacques Huet', 'Liliane Dreyfus', 'Claude Mansard', 'Van Doude', 'Jean Seberg', 'Jean-Paul Belmondo', 'Daniel Boulanger', '\n \n', ''], 'Cinematography': ['Raoul Coutard', '', ''], 'Edited by': ['Cécile Decugis', '', ''], 'Music by': ['Martial Solal', '', ''], 'Production company': ['Les Films Impéria', ''], 'Distributed by': ['Société nouvelle de cinématographie', '', ''], 'Release date': ['16\xa0March\xa01960', '\n \n', ''], 'Running time': ['90 minutes', '', ''], 'Country': ['France', '', ''], 'Languages': ['French', 'English', '', ''], 'Budget': [' 400,000', '(US$80,000)', 'FRF', '', ''], 'Box office': ['2,295,912 admissions (France)', '', '']}",75 Reviews,96,"25,000+ Ratings",90,"[('showtimes', 'In Theaters'), ('vudu', 'Rent/buy'), ('amazon-prime-video-us', 'Rent/buy'), ('hbo-max', 'Subscription'), ('itunes', 'Rent/buy')]",1959, Crime/Drama, 1h 30m
Beyond the Time Barrier,1960,"{'Directed by': ['Edgar G. Ulmer', '', ''], 'Screenplay by': ['Arthur C. Pierce', '', ''], 'Produced by': ['Robert Clarke', '', ''], 'Starring': ['Robert Clarke', 'Darlene Tompkins', 'Vladimir Sokoloff', '\n \n', ''], 'Cinematography': ['Meredith M. Nicholson', '', ''], 'Edited by': ['Jack Ruggiero', '', ''], 'Music by': ['Darrell Calker', '', ''], 'Distributed by': ['American International Pictures', '', ''], 'Release date': ['September\xa01960', '\n \n', ''], 'Running time': ['75 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', ''], 'Budget': ['$125,000', '', '']}",6 Reviews,67,100+ Ratings,32,"[('amazon-prime-video-us', 'Subscription')]",1960, Sci-fi, 1h 15m
BUtterfield 8,1960,"{'Directed by': ['Daniel Mann', '', ''], 'Screenplay by': ['Charles Schnee', 'John Michael Hayes', '\n \n', ''], 'Based on': ['by ', ""John O'Hara"", '', ''], 'Produced by': ['Pandro S. Berman', '', ''], 'Starring': ['Elizabeth Taylor', 'Laurence Harvey', 'Eddie Fisher', '\n \n', ''], 'Cinematography': ['Charles Harten', 'Joseph Ruttenberg', '\n \n', ''], 'Edited by': ['Ralph E. Winters', '', ''], 'Music by': ['Bronislau Kaper', '', ''], 'Distributed by': ['Metro-Goldwyn-Mayer', '', ''], 'Release dates': ['November\xa02,\xa01960', ' (', ', Los Angeles)', 'Paramount Theatre', '\n \n', ''], 'Running time': ['109 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', ''], 'Budget': ['$2.8 million', '', ''], 'Box office': ['$10 million', '', '']}",19 Reviews,47,"2,500+ Ratings",57,"[('vudu', 'Rent/buy'), ('amazon-prime-video-us', 'Rent/buy'), ('itunes', 'Rent/buy')]",1960, Drama, 1h 49m
Black Sunday,1960,"{'': ['', ''], 'Directed by': ['Mario Bava', '', ''], 'Story by': ['Mario Bava', '', ''], 'Based on': ['""', '""', 'by ', 'Viy', 'Nikolai Gogol', '', ''], 'Produced by': ['Massimo De Rita', '', ''], 'Starring': ['Enrico Olivieri', 'Barbara Steele', 'John Richardson', 'Andrea Checchi', 'Ivo Garrani', 'Arturo Dominici', '\n \n', ''], 'Edited by': ['Mario Serandrei', '', ''], 'Music by': ['Roberto Nicolosi', '', ''], 'Color process': ['Black and white', '', ''], 'Production company': ['Galatea-Jolly Film', ''], 'Distributed by': ['Unidis', '', ''], 'Release date': ['11\xa0August\xa01960', ' (Italy)', '\n \n', ''], 'Running time': ['87 minutes', '', ''], 'Country': ['Italy', '', ''], 'Language': ['Italian', '', ''], 'Box office': ['139 million', '₤', '', '']}",21 Reviews,86,"5,000+ Ratings",77,"[('amazon-prime-video-us', 'Rent/buy')]",1960, Horror, 1h 23m
Bells Are Ringing,1960,"{'Directed by': ['Vincente Minnelli', '', ''], 'Screenplay by': ['(screenplay and lyrics)', 'Betty Comden', 'Adolph Green', '', ''], 'Based on': ['1956 musical', 'by ', ' and ', 'Betty Comden', 'Betty Comden', '', ''], 'Produced by': ['Arthur Freed', '', ''], 'Starring': ['Judy Holliday', 'Dean Martin', '', ''], 'Cinematography': ['Milton Krasner', '', ''], 'Edited by': ['Adrienne Fazan', '', ''], 'Music by': ['Jule Styne', 'André Previn', '', ''], 'Color process': ['Metrocolor', '', ''], 'Production company': ['', 'An Arthur Freed Production'], 'Distributed by': ['Metro-Goldwyn-Mayer', '', ''], 'Release date': ['June\xa023,\xa01960', '\n \n', ''], 'Running time': ['126 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', ''], 'Budget': ['$3.2 million', '', ''], 'Box office': ['$3.6 million', '', '']}",12 Reviews,83,"1,000+ Ratings",76,"[('vudu', 'Rent/buy'), ('amazon-prime-video-us', 'Rent/buy'), ('itunes', 'Rent/buy')]",1960, Musical/Comedy, 2h 7m
Cash McCall,1960,"{'Directed by': ['Joseph Pevney', '', ''], 'Screenplay by': ['Lenore J. Coffee', 'Marion Hargrove', '', ''], 'Based on': ['by ', ''], 'Produced by': ['Henry Blanke', '', ''], 'Starring': ['James Garner', 'Natalie Wood', '', ''], 'Cinematography': ['George J. Folsey', '', ''], 'Edited by': ['Philip W. Anderson', '', ''], 'Music by': ['Max Steiner', '', ''], 'Distributed by': ['Warner Bros.', '', ''], 'Release dates': ['January\xa020,\xa01960', ' (Los Angeles)', 'January\xa023,\xa01960', ' (USA)', '\n \n', ''], 'Running time': ['102 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', ''], 'Box office': ['$1,750,000 (US/ Canada)', '', '']}",2 Reviews,,100+ Ratings,46,"[('vudu', 'Rent/buy'), ('amazon-prime-video-us', 'Rent/buy'), ('itunes', 'Rent/buy')]",1960, Romance, 1h 42m
Classe Tous Risques,1960,"{'Directed by': ['Claude Sautet', '', ''], 'Written by': ['Claude Sautet', 'José Giovanni', 'Pascal Jardin', '', ''], 'Based on': [' by José Giovanni', '', ''], 'Produced by': ['Jean Darvey', '', ''], 'Starring': ['Lino Ventura', 'Sandra Milo', 'Jean-Paul Belmondo', '', ''], 'Cinematography': ['Ghislain Cloquet', '', ''], 'Edited by': ['Albert Jurgenson', '', ''], 'Music by': ['Georges Delerue', '', ''], 'Production companies': ['Mondex Films Les Films Odéon Filmsonor Zebra Films', ''], 'Distributed by': [' (France)', ' (US)', 'Cinédis', 'Janus Films', '', ''], 'Release date': ['23\xa0March\xa01960', '\n \n', ''], 'Running time': ['104 minutes', '', ''], 'Countries': ['France', 'Italy', '', ''], 'Languages': ['French', 'Italian', '', ''], 'Box office': ['1,726,839 admissions (France)', '', '']}",28 Reviews,100,500+ Ratings,83,,1960, Mystery & thriller, 1h 50m
The Bramble Bush,1960,"{'Directed by': ['Daniel Petrie', '', ''], 'Written by': [',', 'Milton Sperling', 'Philip Yordan', '', ''], 'Based on': ['novel by ', 'Charles Mergendahl', '', ''], 'Produced by': ['Leon Chooluck', 'Milton Sperling', '', ''], 'Starring': [' ', 'Richard Burton', 'Angie Dickinson', 'Jack Carson', 'Barbara Rush', 'James Dunn', '', ''], 'Cinematography': ['Lucien Ballard', '', ''], 'Edited by': ['Folmar Blangsted', '', ''], 'Music by': ['Leonard Rosenman', '', ''], 'Production company': ['United States Productions', ''], 'Distributed by': ['Warner Bros.', '', ''], 'Release date': ['February 24, 1960 ', '', ''], 'Running time': ['93 min.', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', ''], 'Box office': ['$3 million (US/Canada rentals)', '', '']}",1 Reviews,,Fewer than 50 Ratings,,,1960, Drama, 1h 45m
Can-Can,1960,"{'Directed by': ['Walter Lang', '', ''], 'Written by': ['Dorothy Kingsley', 'Charles Lederer', '', ''], 'Based on': ['(', ')', 'Abe Burrows', 'stage musical', '', ''], 'Produced by': ['Jack Cummings', 'Saul Chaplin', '', ''], 'Starring': ['Frank Sinatra', 'Shirley MacLaine', 'Maurice Chevalier', 'Louis Jourdan', '', ''], 'Cinematography': ['William H. Daniels', '', ''], 'Edited by': ['Robert L. Simpson', '', ''], 'Music by': ['Cole Porter', '', ''], 'Distributed by': ['Twentieth Century-Fox', '', ''], 'Release date': ['March\xa09,\xa01960', ' (', ')', '\n \n', ''], 'Running time': ['131 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', ''], 'Budget': ['$4,995,000', '', ''], 'Box office': ['$4.2 million (US/ Canada rentals)', '', '']}",3 Reviews,,500+ Ratings,47,"[('vudu', 'Rent/buy'), ('amazon-prime-video-us', 'Rent/buy'), ('itunes', 'Rent/buy')]",1960, Musical, 2h 11m
Carry On Constable,1960,"{'Directed by': ['Gerald Thomas', '', ''], 'Screenplay by': ['Peter Rogers', 'Norman Hudis', '', ''], 'Story by': ['Norman Hudis', '', ''], 'Produced by': ['Peter Rogers', '', ''], 'Starring': ['Leslie Phillips', 'Shirley Eaton', 'Eric Barker', 'Sidney James', '', ''], 'Cinematography': ['Ted Scaife', '', ''], 'Edited by': ['John Shirley', '', ''], 'Music by': ['Bruce Montgomery', '', ''], 'Distributed by': ['Anglo-Amalgamated', '', ''], 'Release date': ['25 February 1960', '', ''], 'Running time': ['83 min.', '', ''], 'Country': ['United Kingdom', '', ''], 'Language': ['English', '', ''], 'Budget': ['£82,500', '', '']}",1 Reviews,,"1,000+ Ratings",49,,1960, Comedy, 1h 26m
The Challenge,1960,"{'Directed by': ['John Gilling', '', ''], 'Written by': ['John Gilling', '', ''], 'Produced by': ['John Temple-Smith', '', ''], 'Starring': [' and ', 'Jayne Mansfield', 'Anthony Quayle', '', ''], 'Cinematography': ['Gordon Dines', '', ''], 'Edited by': [' and John Victor-Smith', 'Alan Osbiston', '', ''], 'Music by': ['Bill McGuffie', '', ''], 'Production company': ['Alexandra', ''], 'Distributed by': [' (UK)', 'J. Arthur Rank Film Distributors', '', ''], 'Release date': ['17\xa0May\xa01960', '\n \n', ''], 'Running time': ['101 minutes', '', ''], 'Country': ['United Kingdom', '', ''], 'Language': ['English', '', '']}",2 Reviews,,"10,000+ Ratings",60,,2003, Kids & family/Adventure, 1h 32m
Cimarron,1960,"{'Directed by': ['Anthony Mann', '', ''], 'Screenplay by': ['Arnold Schulman', '', ''], 'Based on': ['1930 novel', 'by ', 'Edna Ferber', '', ''], 'Produced by': ['Edmund Grainger', '', ''], 'Starring': ['Glenn Ford', 'Maria Schell', 'Anne Baxter', 'Harry Morgan', '', ''], 'Cinematography': ['Robert Surtees', '', ''], 'Edited by': ['John D. Dunning', '', ''], 'Music by': ['Franz Waxman', '', ''], 'Distributed by': ['Metro-Goldwyn-Mayer', '', ''], 'Release date': ['December\xa01,\xa01960', ' (premiere)', '\n \n', ''], 'Running time': ['147 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', ''], 'Budget': ['$5,421,000', '', ''], 'Box office': ['$4,825,000', '', '']}",4 Reviews,,250+ Ratings,55,"[('vudu', 'Rent/buy'), ('amazon-prime-video-us', 'Rent/buy'), ('hbo-max', 'Subscription'), ('itunes', 'Rent/buy')]",1960, Western, 2h 27m
Cinderfella,1960,"{'Directed by': ['Frank Tashlin', '', ''], 'Written by': ['Frank Tashlin', '', ''], 'Produced by': ['Jerry Lewis', '', ''], 'Starring': ['Jerry Lewis', 'Ed Wynn', 'Judith Anderson', 'Anna Maria Alberghetti', '', ''], 'Cinematography': ['Haskell B. Boggs', '', ''], 'Edited by': ['Arthur P. Schmidt', '', ''], 'Music by': ['Walter Scharf', '', ''], 'Distributed by': ['Paramount Pictures', '', ''], 'Release date': ['November\xa022,\xa01960', '\n \n', ''], 'Running time': ['91 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', ''], 'Box office': ['936,799 admissions (France)', '', '']}",5 Reviews,60,"2,500+ Ratings",64,"[('vudu', 'Rent/buy'), ('amazon-prime-video-us', 'Rent/buy'), ('itunes', 'Rent/buy')]",1960, Comedy, 1h 31m
Circus of Horrors,1960,"{'Directed by': ['Sidney Hayers', '', ''], 'Screenplay by': ['George Baxt', '', ''], 'Produced by': ['Leslie Parkyn', 'Julian Wintle', '', ''], 'Starring': ['Anton Diffring', 'Erika Remberg', 'Yvonne Monlaur', '\n \n', ''], 'Cinematography': ['Douglas Slocombe', '', ''], 'Edited by': ['Reginald Mills', '', ''], 'Music by': ['Franz Reizenstein', 'Muir Mathieson', '', ''], 'Production company': ['Lynx Films Limited', ''], 'Distributed by': [' (US)', 'Anglo-Amalgamated', 'American International Pictures', '', ''], 'Release dates': ['8\xa0April\xa01960', ' (London)', '11\xa0May\xa01960', ' (', ')', 'Los Angeles', '\n \n', ''], 'Running time': ['87 minutes', '', ''], 'Country': ['United Kingdom', '', ''], 'Language': ['English', '', '']}",4 Reviews,,"1,000+ Ratings",42,"[('vudu', 'Rent/buy'), ('amazon-prime-video-us', 'Rent/buy'), ('itunes', 'Rent/buy')]",1960, Horror, 1h 29m
Cleopatra's Daughter,1960,"{'Directed by': ['Fernando Cerchio', '', ''], 'Screenplay by': ['Damiano Damiani', 'Fernando Cerchio', '\n \n', ''], 'Starring': ['Debra Paget', 'Ettore Manni', 'Erno Crisa', '\n \n', ''], 'Cinematography': ['Anchise Brizzi', '', ''], 'Edited by': ['Antonietta Zita', '', ''], 'Music by': ['Giovanni Fusco', '', ''], 'Production companies': ['', ''], 'Distributed by': ['Variety Distribution', '', ''], 'Release date': ['7\xa0December\xa01960', ' (Italy)', '\n \n', ''], 'Running time': ['109 minutes', '', ''], 'Countries': ['Italy', 'France', '\n \n', ''], 'Language': ['Italian', '', '']}",0 Reviews,,0 Ratings,,"[('amazon-prime-video-us', 'Rent/buy')]",1961, Adventure, 1h 42m
The Criminal,1960,"{'Directed by': ['Joseph Losey', '', ''], 'Screenplay by': ['Alun Owen', '', ''], 'Produced by': ['Nat Cohen', '', ''], 'Starring': ['Stanley Baker', 'Sam Wanamaker', 'Grégoire Aslan', 'Margit Saad', '', ''], 'Cinematography': ['Robert Krasker', '', ''], 'Edited by': ['Reginald Mills', '', ''], 'Music by': ['John Dankworth', '', ''], 'Production company': ['', 'Merton Park Studios'], 'Distributed by': [' ', 'Anglo-Amalgamated', '', ''], 'Release date': [' (London)', 'October\xa028,\xa01960', '\n \n', ''], 'Running time': ['97 minutes', '', ''], 'Country': ['United Kingdom', '', ''], 'Language': ['English', '', '']}",7 Reviews,86,100+ Ratings,58,,1960, Crime/Drama, 1h 37m
Meghe Dhaka Tara,1960,"{'Directed by': ['Ritwik Ghatak', '', ''], 'Written by': ['Ritwik Ghatak (screenplay), ', '(the original novel)', 'Shaktipada Rajguru', '', ''], 'Produced by': ['Chitrakalpa', '', ''], 'Starring': [',', ',', ',', ',', ' ', ', ', ' ', ',', ' ', ', ', ' ', ',', ' ', 'Supriya Choudhury', 'Anil Chatterjee', 'Niranjan Ray', 'Gita Ghatak', 'Bijon Bhattacharya', 'Gita Dey', 'Dwiju Bhawal', 'Gyanesh Mukherjee', 'Ranen Ray Choudhury', '', ''], 'Music by': ['Jyotirindra Moitra', 'Anil Chandra Sengupta', '', ''], 'Release date': ['14\xa0April\xa01960', '\n \n', ''], 'Running time': ['127 minutes', '', ''], 'Country': ['India', '', ''], 'Language': ['Bengali', '', '']}",3 Reviews,,500+ Ratings,86,,1960, Drama, 2h 14m
College Confidential,1960,"{'Directed by': ['Albert Zugsmith', '', ''], 'Written by': ['Albert Zugsmith', 'Irving Shulman', '', ''], 'Produced by': ['Albert Zugsmith', '', ''], 'Starring': ['Steve Allen', 'Mamie Van Doren', 'Jayne Meadows', 'Herbert Marshall', '', ''], 'Cinematography': ['Carl E. Guthrie', '', ''], 'Edited by': ['Edward Curtiss', '', ''], 'Music by': ['Dean Elliott', '', ''], 'Distributed by': ['Universal-International', '', ''], 'Release date': ['August\xa020,\xa01960', '\n \n', ''], 'Running time': ['92 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', '']}",0 Reviews,,0 Ratings,,,1960, Drama, 1h 31m
Comanche Station,1960,"{'Directed by': ['Budd Boetticher', '', ''], 'Written by': ['Burt Kennedy', '', ''], 'Produced by': ['Budd Boetticher', '', ''], 'Starring': ['Randolph Scott', '', ''], 'Cinematography': ['Charles Lawton Jr.', '', ''], 'Edited by': ['Edwin H. Bryant', '', ''], 'Color process': ['Eastman Color', '', ''], 'Production company': ['Ranown Pictures Corp.', ''], 'Distributed by': ['Columbia Pictures', '', ''], 'Release date': ['February\xa016,\xa01960', ' (USA)', '\n \n', ''], 'Running time': ['73 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', '']}",7 Reviews,100,250+ Ratings,69,"[('vudu', 'Rent/buy'), ('amazon-prime-video-us', 'Rent/buy'), ('itunes', 'Rent/buy')]",1960, Western, 1h 14m
"Come Back, Africa",1960,"{'Directed by': ['Lionel Rogosin', '', ''], 'Written by': ['Lionel Rogosin', 'Lewis Nkosi', 'William Modisane', '', ''], 'Screenplay by': ['Lionel Rogosin', 'Lewis Nkosi', 'William Modisane', '', ''], 'Produced by': ['Lionel Rogosin', '', ''], 'Starring': ['Vinah Makeba', 'Zachria Makeba', 'Molly Parkin', 'Miriam Makeba', '', ''], 'Cinematography': ['Ernst Artaria', 'Emil Knebel', '', ''], 'Edited by': ['Carl Lerner', '', ''], 'Music by': ['Lucy Brown, ', 'Chatur Lal', '', ''], 'Distributed by': ['Lionel Rogosin Films', '', ''], 'Release date': ['1959', '\n \n', ''], 'Running time': ['83 minutes', '', ''], 'Countries': ['South Africa', 'United States', '', ''], 'Language': ['English', '', '']}",14 Reviews,93,Fewer than 50 Ratings,67,"[('amazon-prime-video-us', 'Rent/buy')]",1959, Drama, 1h 25m
