title,year,infobox,critics_count,critics_score,audience_count,audience_score,suppliers_list,rottentomatoes_year,rottentomatoes_genre,rottentomatoes_length
Ten Seconds to Hell,1959,"{'Directed by': ['Robert Aldrich', '', ''], 'Screenplay by': ['Robert Aldrich', 'Teddi Sherman', '', ''], 'Based on': [' by Lawrence P. Bachmann', '', ''], 'Produced by': ['Michael Carreras', '', ''], 'Starring': ['Virginia Baker', 'James Goodwin', 'Nancy Lee', 'Jack Palance', 'Jeff Chandler', 'Martine Carol', 'Robert Cornthwaite', 'Richard Wattis', 'Wesley Addy', 'Dave Willock', '', ''], 'Cinematography': ['Ernest Laszlo', '', ''], 'Edited by': ['Henry Richardson', '', ''], 'Music by': ['Kenneth V. Jones', 'Richard Farrell', 'Muir Mathieson', '', ''], 'Production companies': ['–', 'UFA Studios Seven Arts Hammer Films'], 'Distributed by': ['United Artists', '', ''], 'Release date': ['16\xa0June\xa01959', '\n \n', ''], 'Running time': ['93 min.', '', ''], 'Countries': ['United Kingdom', 'West Germany', '', ''], 'Language': ['English', '', ''], 'Budget': ['$1.1 million', '', ''], 'Box office': ['331,938 admissions (France)', '', '']}",3 Reviews,,100+ Ratings,36,,1959, Mystery & thriller, 1h 33m
Terror Is a Man,1959,"{'Directed by': ['Gerardo de Leon', 'Eddie Romero', '', ''], 'Screenplay by': ['Paul Harber', '', ''], 'Based on': ['by ', 'H.G. Wells', '', ''], 'Produced by': ['Eddie Romero', 'Kane W. Lynn', '', ''], 'Starring': ['Oscar Keesee', 'Flory Carlos', 'Francis Lederer', 'Greta Thyssen', 'Richard Derr', '\n \n', ''], 'Cinematography': ['Emmanuel I. Rojas', '', ''], 'Edited by': ['Gervasio Santos', '', ''], 'Music by': ['Ariston Avelino', '', ''], 'Production companies': ['', ''], 'Distributed by': ['Valiant Films ', 'E.J. Fancey ', ' ', ' ', 'Astral Films', 'Hemisphere Pictures', '\n \n', ''], 'Release date': ['December\xa012,\xa0 1959', '\n \n', ''], 'Running time': ['89 minutes', '', ''], 'Countries': ['Philippines', 'United States', '', ''], 'Language': ['English', '', '']}",4 Reviews,,50+ Ratings,24,"[('vudu', 'Rent/buy')]",1959, Horror, 1h 29m
That Kind of Woman,1959,"{'Directed by': ['Sidney Lumet', '', ''], 'Screenplay by': ['Walter Bernstein', '', ''], 'Based on': ['""Layover in El Paso""', '(1944 story)', 'by ', 'Robert Lowry', '', ''], 'Produced by': ['Marcello Girosi', 'Carlo Ponti', '', ''], 'Starring': ['Sophia Loren', 'Tab Hunter', 'George Sanders', '', ''], 'Cinematography': ['Boris Kaufman', '', ''], 'Edited by': ['Howard A. Smith', '', ''], 'Music by': ['Daniele Amfitheatrof', '', ''], 'Distributed by': ['Paramount Pictures', '', ''], 'Release dates': ['June\xa01959', ' (', ')', 'September\xa011,\xa01959', ' (U.S.)', 'Berlin', '\n \n', ''], 'Running time': ['92 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', ''], 'Box office': ['$1 million (est.  Only four months of US/Canada Rentals)', '', '']}",2 Reviews,,250+ Ratings,54,,1959, Comedy/Drama, 1h 32m
The Trap,1959,"{'Directed by': ['Norman Panama', '', ''], 'Written by': ['Norman Panama', 'Richard Alan Simmons', '', ''], 'Produced by': ['Norman Panama', 'Melvin Frank', '', ''], 'Starring': ['Richard Widmark', 'Lee J. Cobb', 'Tina Louise', 'Earl Holliman', 'Lorne Greene', '', ''], 'Cinematography': ['Daniel L. Fapp', '', ''], 'Edited by': ['Everett Douglas', '', ''], 'Music by': ['Irvin Talbot', '', ''], 'Distributed by': ['Paramount Pictures', '', ''], 'Release date': ['January\xa028,\xa01959', ' (United States)', '\n \n', ''], 'Running time': ['81 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', ''], 'Box office': ['$1.1 million  (est. US/ Canada rentals)', '', '']}",0 Reviews,,Fewer than 50 Ratings,,"[('vudu', 'Rent/buy'), ('amazon-prime-video-us', 'Rent/buy'), ('itunes', 'Rent/buy')]",1959, Crime/Drama, 1h 24m
These Thousand Hills,1959,"{'Directed by': ['Richard Fleischer', '', ''], 'Screenplay by': ['Alfred Hayes', '', ''], 'Based on': ['1956 novel', 'by ', 'A.B. Guthrie Jr.', '', ''], 'Produced by': ['David Weisbart', '', ''], 'Starring': ['Don Murray', 'Richard Egan', 'Lee Remick', 'Patricia Owens', 'Stuart Whitman', '', ''], 'Cinematography': ['Charles G. Clarke', '', ''], 'Edited by': ['Hugh S. Fowler', '', ''], 'Music by': ['Leigh Harline', '', ''], 'Distributed by': ['Twentieth Century-Fox Film Corporation', '', ''], 'Release date': ['May\xa06,\xa01959', '\n \n', ''], 'Running time': ['96 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', ''], 'Budget': ['$1,645,000', '', '']}",1 Reviews,,50+ Ratings,30,,1959, Western, 1h 36m
They Came to Cordura,1959,"{'Directed by': ['Robert Rossen', '', ''], 'Screenplay by': ['Ivan Moffat', 'Robert Rossen', '', ''], 'Based on': ['the novel', 'by ', 'Glendon Swarthout', '', ''], 'Produced by': ['William Goetz', '', ''], 'Starring': [' ', ' ', 'Gary Cooper', 'Rita Hayworth', 'Van Heflin', 'Tab Hunter', 'Dick York', '', ''], 'Narrated by': ['Elie Siegmeister', '', ''], 'Cinematography': ['Burnett Guffey', '', ''], 'Edited by': ['William A. Lyon', '', ''], 'Production companies': ['', ''], 'Release date': ['October\xa01,\xa01959', '\n \n', ''], 'Running time': ['123 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', ''], 'Budget': ['$4.5 million', '', ''], 'Box office': ['$2.5 million (est. US/ Canada rentals)', '', '']}",5 Reviews,80,"1,000+ Ratings",48,"[('vudu', 'Rent/buy'), ('amazon-prime-video-us', 'Rent/buy'), ('itunes', 'Rent/buy')]",1959, Western, 2h 3m
Third Man on the Mountain,1959,"{'Directed by': ['Ken Annakin', '', ''], 'Written by': ['Eleanore Griffin', '', ''], 'Based on': ['by ', 'James Ramsey Ullman', '', ''], 'Produced by': ['Bill Anderson', 'Walt Disney', '', ''], 'Starring': ['Michael Rennie', 'James MacArthur', 'Janet Munro', '', ''], 'Cinematography': ['Harry Waxman', '', ''], 'Music by': ['William Alwyn', '', ''], 'Production company': ['', 'Walt Disney Productions'], 'Distributed by': ['Buena Vista Distribution', '', ''], 'Release date': ['November\xa010,\xa01959', '\n \n', ''], 'Running time': ['105 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', ''], 'Budget': ['$2 million', '', ''], 'Box office': ['$1,700,000 (US/Canada rentals)', '', '']}",2 Reviews,,500+ Ratings,74,"[('vudu', 'Rent/buy'), ('amazon-prime-video-us', 'Rent/buy'), ('disney-plus-us', 'Subscription'), ('itunes', 'Rent/buy')]",1959, Kids & family/Adventure, 1h 47m
Tiger Bay,1959,"{'Directed by': ['J. Lee Thompson', '', ''], 'Written by': ['Shelley Smith', 'John Hawkesworth', '', ''], 'Based on': ['short story by Noël Calef', '', ''], 'Produced by': ['John Hawkesworth', '', ''], 'Starring': ['John Mills', 'Horst Buchholz', 'Hayley Mills', '', ''], 'Cinematography': ['Eric Cross', '', ''], 'Edited by': ['Sidney Hayers', '', ''], 'Music by': ['Laurie Johnson', '', ''], 'Production companies': [' ( , Leslie Parkyn)', 'Independent Artists Julian Wintle'], 'Distributed by': ['Rank Film Distributors', '', ''], 'Release date': ['March\xa01959', '\n \n', ''], 'Running time': ['103 minutes', '', ''], 'Country': ['United Kingdom', '', ''], 'Language': ['English', '', '']}",9 Reviews,78,250+ Ratings,83,"[('amazon-prime-video-us', 'Rent/buy')]",1959, Mystery & thriller, 1h 45m
Up Periscope,1959,"{'Directed by': ['Gordon Douglas', '', ''], 'Screenplay by': ['Richard H. Landau', '', ''], 'Based on': ['1956 novel', 'by ', 'Robb White', '', ''], 'Produced by': ['Edwin F. Zabel', 'Aubrey Schenck', 'Howard W. Koch', '', ''], 'Starring': ['James Garner', ""Edmond O'Brien"", 'Andra Martin', 'Alan Hale Jr.', '', ''], 'Narrated by': [""Edmond O'Brien"", '', ''], 'Cinematography': ['Carl E. Guthrie', '', ''], 'Edited by': ['John F. Schreyer', '', ''], 'Music by': ['Ray Heindorf', '', ''], 'Distributed by': ['Warner Bros.', '', ''], 'Release date': ['March\xa04,\xa01959', '\n \n', ''], 'Running time': ['112 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', ''], 'Budget': ['$2 million', '', ''], 'Box office': ['$1.5 million (est. US/ Canada rentals)', '', '']}",2 Reviews,,100+ Ratings,28,"[('vudu', 'Rent/buy'), ('amazon-prime-video-us', 'Rent/buy'), ('itunes', 'Rent/buy')]",1959, War, 1h 51m
The Tiger of Eschnapur,1959,"{'Directed by': ['Fritz Lang', '', ''], 'Screenplay by': ['Fritz Lang', 'Werner Jörg Lüddecke', 'Thea von Harbou', '', ''], 'Based on': [' by Thea von Harbou', '', ''], 'Produced by': ['Artur Brauner', '', ''], 'Starring': ['Debra Paget', 'Paul Hubschmid', 'Walter Reyer', '', ''], 'Cinematography': ['Richard Angst', '', ''], 'Edited by': ['Walter Wischniewsky', '', ''], 'Music by': ['Michel Michelet', '', ''], 'Distributed by': ['Fantoma', 'Omnia-Film', 'Polyband GmbH', '', ''], 'Release date': ['22\xa0January\xa01959', '\n \n', ''], 'Running time': ['101 minutes', '', ''], 'Countries': ['West Germany', 'France', 'Italy', '', ''], 'Language': ['German', '', '']}",8 Reviews,88,50+ Ratings,60,"[('amazon-prime-video-us', 'Rent/buy'), ('itunes', 'Rent/buy')]",1959, Drama, 1h 41m
Too Many Crooks,1959,"{'Directed by': ['Mario Zampi', '', ''], 'Written by': ['Jean Nery (story)', 'Michael Pertwee', 'Christiane Rochefort', '\n \n', ''], 'Produced by': ['Mario Zampi', '', ''], 'Starring': ['Terry-Thomas', 'George Cole', 'Brenda de Banzie', 'Sidney James', 'Bernard Bresslaw', '\n \n', ''], 'Cinematography': ['Stanley Pavey', '', ''], 'Edited by': ['Bill Lewthwaite', '', ''], 'Music by': ['Stanley Black', '', ''], 'Distributed by': [' (UK)', 'Rank Film Distributors', '', ''], 'Release date': ['8\xa0March\xa01959', ' (UK)', '\n \n', ''], 'Running time': ['87 minutes', '', ''], 'Country': ['United Kingdom', '', ''], 'Language': ['English', '', '']}",3 Reviews,,250+ Ratings,69,,1959, Comedy, 1h 25m
Tommy the Toreador,1959,"{'Directed by': ['John Paddy Carstairs', '', ''], 'Written by': ['George H. Brown', 'additional dialogue', 'Patrick Kirwan', 'Sid Colin', 'Nicholas Phipps', 'Talbot Rothwell', '', ''], 'Produced by': ['George H. Brown', 'executive', 'Stuart Levy', 'Nat Cohen', '', ''], 'Starring': ['Tommy Steele', 'Janet Munro', 'Sid James', 'Bernard Cribbins', '', ''], 'Cinematography': ['Gilbert Taylor', '', ''], 'Edited by': ['Peter Bezencenet', '', ''], 'Music by': ['Stanley Black', '', ''], 'Production company': ['George H. Brown Productions (as Fanfare)', ''], 'Distributed by': ['(UK)', 'Warner-Pathé Distributors', '', ''], 'Release date': ['21 December 1959 (London) (UK)', '', ''], 'Running time': ['90 minutes', '', ''], 'Country': ['United Kingdom', '', ''], 'Language': ['English', '', '']}",0 Reviews,,100+ Ratings,33,,1960, Comedy/Drama, 1h 30m
Two Men in Manhattan,1959,"{'Directed by': ['Jean-Pierre Melville', '', ''], 'Written by': ['Jean-Pierre Melville', '', ''], 'Produced by': ['Florence Melville', 'Alain Térouanne', '', ''], 'Starring': ['Jean-Pierre Melville', 'Pierre Grasset', '', ''], 'Cinematography': ['Nicolas Hayer', '', ''], 'Edited by': ['Monique Bonnot', '', ''], 'Music by': ['Martial Solal', 'Christian Chevallier', '', ''], 'Release date': ['16 October 1959 (France)', '', ''], 'Running time': ['85 min', '', ''], 'Language': ['French / English', '', '']}",3 Reviews,,250+ Ratings,57,"[('amazon-prime-video-us', 'Rent/buy'), ('itunes', 'Rent/buy')]",1959, Mystery & thriller, 1h 21m
The Wasp Woman,1959,"{'Directed by': ['Roger Corman', '', ''], 'Screenplay by': ['Leo Gordon', '', ''], 'Story by': ['Kinta Zertuche', '', ''], 'Produced by': ['Roger Corman', '', ''], 'Starring': ['Susan Cabot', 'Fred Eisley', 'Barboura Morris', '\n \n', ''], 'Cinematography': ['Harry Neumann', '', ''], 'Edited by': ['Carlo Lodato', '', ''], 'Music by': ['Fred Katz', '', ''], 'Production companies': ['', ''], 'Distributed by': ['Allied Artists', '', ''], 'Release date': ['October\xa030,\xa01959', ' (United States)', '\n \n', ''], 'Running time': ['66 minutes (theatrical)', '73 minutes (TV)', '\n \n', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', ''], 'Budget': ['$50,000 (estimated)', '', '']}",11 Reviews,45,"1,000+ Ratings",24,"[('amazon-prime-video-us', 'Subscription'), ('itunes', 'Rent/buy')]",1960, Sci-fi, 1h 6m
"The World, the Flesh and the Devil",1959,"{'Directed by': ['Ranald MacDougall', '', ''], 'Written by': ['Ranald MacDougall', '', ''], 'Screenplay by': ['Ranald MacDougall', '', ''], 'Based on': ['by ', '""End of the World""', 'by Ferdinand Reyher', 'M. P. Shiel', '', ''], 'Produced by': [' (uncredited)', 'Sol C. Siegel', 'George Englund', 'Harry Belafonte', '', ''], 'Starring': ['Harry Belafonte', 'Inger Stevens', 'Mel Ferrer', '', ''], 'Cinematography': ['Harold J. Marzorati', '', ''], 'Edited by': ['Harold F. Kress', '', ''], 'Music by': ['Miklós Rózsa', '', ''], 'Distributed by': ['Metro-Goldwyn-Mayer', '', ''], 'Release date': ['April\xa023,\xa01959', ' (Cleveland)', '\n \n', ''], 'Running time': ['95 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', ''], 'Budget': ['$1,659,000', '', ''], 'Box office': ['$1,085,000 (rentals)', '', '']}",4 Reviews,,Fewer than 50 Ratings,73,"[('vudu', 'Rent/buy'), ('amazon-prime-video-us', 'Rent/buy'), ('itunes', 'Rent/buy')]",1959, Sci-fi, 1h 35m
Warlock,1959,"{'Directed by': ['Edward Dmytryk', '', ''], 'Screenplay by': ['Robert Alan Aurthur', '', ''], 'Based on': ['by ', 'Warlock', 'Oakley Hall', '', ''], 'Produced by': ['Edward Dmytryk', '', ''], 'Starring': ['Richard Widmark', 'Henry Fonda', 'Anthony Quinn', 'Dorothy Malone', 'Dolores Michaels', '', ''], 'Cinematography': ['Joseph MacDonald', '', ''], 'Edited by': ['Jack W. Holmes', '', ''], 'Music by': ['Leigh Harline', '', ''], 'Color process': ['Color by DeLuxe', '', ''], 'Production company': ['20th Century Fox', ''], 'Distributed by': ['20th Century Fox', '', ''], 'Release date': ['April\xa015,\xa01959', '\n \n', ''], 'Running time': ['121 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', ''], 'Budget': ['$2.4 million', '', ''], 'Box office': ['$1.7 million (est. US/ Canada rentals)', '', '']}",17 Reviews,53,"10,000+ Ratings",47,"[('vudu', 'Buy'), ('amazon-prime-video-us', 'Buy'), ('itunes', 'Buy')]",1989, Horror, 1h 43m
Yellowstone Kelly,1959,"{'Directed by': ['Gordon Douglas', '', ''], 'Screenplay by': ['Burt Kennedy', '', ''], 'Based on': ['the novel', 'by ', 'Clay Fisher', '', ''], 'Starring': ['Clint Walker', 'Edd Byrnes', 'John Russell', '\n \n', ''], 'Cinematography': ['Carl E. Guthrie', '', ''], 'Edited by': ['William H. Ziegler', '', ''], 'Music by': ['Howard Jackson', '', ''], 'Color process': ['Technicolor', '', ''], 'Production company': ['Warner Bros.', ''], 'Distributed by': ['Warner Bros.', '', ''], 'Release date': ['November\xa011,\xa01959', ' (New York City)', '\n \n', ''], 'Running time': ['92 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', ''], 'Box office': ['$1.7 million (est. US/ Canada rentals)', '', '']}",1 Reviews,,100+ Ratings,29,"[('vudu', 'Rent/buy'), ('amazon-prime-video-us', 'Rent/buy'), ('itunes', 'Rent/buy')]",1959, Western, 1h 31m
Westbound,1959,"{'Directed by': ['Budd Boetticher', '', ''], 'Screenplay by': ['Berne Giler', '', ''], 'Story by': ['Berne Giler', 'Albert S. Le Vino', '\n \n', ''], 'Produced by': ['Henry Blanke', '', ''], 'Starring': ['Randolph Scott', 'Virginia Mayo', 'Karen Steele', '\n \n', ''], 'Cinematography': ['J. Peverell Marley', '', ''], 'Edited by': ['Philip W. Anderson', '', ''], 'Music by': ['David Buttolph', '', ''], 'Color process': ['Warnercolor', '', ''], 'Production company': ['Warner Bros.', ''], 'Distributed by': ['Warner Bros.', '', ''], 'Release date': ['April\xa025,\xa01959', '\n \n', ''], 'Running time': ['69 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', '']}",3 Reviews,,100+ Ratings,71,"[('vudu', 'Rent/buy'), ('amazon-prime-video-us', 'Rent/buy'), ('itunes', 'Rent/buy')]",1959, Western, 1h 12m
Zorro,1959,"{'Genre': ['/', 'Action', 'Adventure', 'Comedy drama', 'Western', 'Superhero', '\n \n', ''], 'Created by': [' (original stories)', 'Johnston McCulley', '', ''], 'Starring': ['Guy Williams', 'Gene Sheldon', 'Henry Calvin', 'George J. Lewis', '\n \n', ''], 'Country of origin': ['United States', '', ''], ' of seasons': ['2', '', ''], ' of episodes': ['78 (+4 specials) ', '', ''], 'Executive producers': ['Bill Anderson', 'Walt Disney', '\n \n', ''], 'Running time': ['22–24 minutes', '', ''], 'Production company': ['Walt Disney Productions', '', ''], 'Original network': ['ABC', '', ''], 'Picture format': [' ', '(also ', ')', 'Black-and-white', 'colorized', '', ''], 'Audio format': ['Monaural', '', ''], 'Original release': ['October 10, 1957', '\xa0–', 'July 2, 1959', '', ''], 'Related': ['', '']}",0 Reviews,,500+ Ratings,58,,1960, Adventure, 1h 31m
The Wild and the Innocent,1959,"{'Directed by': ['Jack Sher', '', ''], 'Written by': ['Jack Sher', 'Sy Gomberg', '', ''], 'Based on': ['story by Sy Gomberg', '', ''], 'Produced by': ['Sy Gomberg', '', ''], 'Starring': ['Audie Murphy', 'Joanne Dru', 'Gilbert Roland', 'Jim Backus', 'Sandra Dee', '', ''], 'Cinematography': ['Harold Lipstein', '', ''], 'Edited by': ['George Gittens', '', ''], 'Music by': ['Hans J. Salter', '', ''], 'Color process': ['Eastmancolor', '', ''], 'Production company': ['Universal-International', ''], 'Distributed by': ['Universal Pictures', '', ''], 'Release date': ['May\xa027,\xa01959', '\n \n', ''], 'Running time': ['85 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', '']}",0 Reviews,,0 Ratings,,,1959, Western, 1h 24m
Woman Obsessed,1959,"{'Directed by': ['Henry Hathaway', '', ''], 'Screenplay by': ['Sydney Boehm', '', ''], 'Based on': [' (1958 novel)', 'by ', 'John Mantley', '', ''], 'Produced by': ['Sydney Boehm', '', ''], 'Starring': ['Florence MacMichael', 'Susan Hayward', 'Stephen Boyd', 'Barbara Nichols', 'Dennis Holmes', 'Theodore Bikel', 'Ken Scott', 'James Philbrook', '', ''], 'Cinematography': ['William C. Mellor', 'Leon Shamroy', '', ''], 'Edited by': ['Robert L. Simpson', '', ''], 'Music by': ['Hugo Friedhofer', '', ''], 'Distributed by': ['Twentieth Century Fox Film Corporation', '', ''], 'Release date': ['May\xa027,\xa01959', '', ''], 'Running time': ['102 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', ''], 'Budget': ['$1,730,000', '', ''], 'Box office': ['$1.3 million (est. US/ Canada rentals)', '', '']}",1 Reviews,,Fewer than 50 Ratings,20,,1959, Adventure, 1h 42m
The Wonderful Country,1959,"{'Author': ['Tom Lea', '', ''], 'Illustrator': ['Tom Lea', '', ''], 'Subject': ['Mexican-American Border Region', 'Fugitives from justice', '', ''], 'Genre': ['Southwestern', 'Western', '', ''], 'Publisher': [' (Boston)', 'Little, Brown and Company', '', ''], 'Publication date': ['1952', '', ''], 'Pages': ['307', '', ''], '': ['PS3523.E1142 W6 2002', '', ''], 'Preceded\xa0by': ['', ''], 'Followed\xa0by': ['', '']}",1 Reviews,,Fewer than 50 Ratings,38,"[('vudu', 'Rent/buy'), ('amazon-prime-video-us', 'Subscription'), ('itunes', 'Rent/buy')]",1959, Western, 1h 36m
Yesterday's Enemy,1959,"{'Directed by': ['Val Guest', '', ''], 'Written by': ['Peter R. Newman', '', ''], 'Produced by': ['Michael Carreras', '', ''], 'Starring': ['Stanley Baker', 'Gordon Jackson', '', ''], 'Cinematography': ['Arthur Grant', '', ''], 'Edited by': ['Alfred Cox', 'James Needs', '', ''], 'Music by': ['None', '', ''], 'Production company': ['', 'Hammer Film Productions'], 'Distributed by': ['Columbia Pictures', 'Hammer Films', '', ''], 'Release dates': ['11\xa0July\xa01959', ' (Japan)', '3\xa0March\xa01960', ' (U.S.)', '\n \n', ''], 'Running time': ['95 min', '', ''], 'Country': ['United Kingdom', '', ''], 'Language': ['English', '', '']}",1 Reviews,,Fewer than 50 Ratings,75,,1959, War, 1h 35m
The Young Philadelphians,1959,"{'Directed by': ['Vincent Sherman', '', ''], 'Screenplay by': ['James Gunn', '', ''], 'Based on': ['1956 novel', 'by ', 'Richard P. Powell', '', ''], 'Produced by': ['James Gunn', '', ''], 'Starring': [' ', 'Paul Newman', 'Barbara Rush', 'Alexis Smith', 'Robert Vaughn', '', ''], 'Cinematography': ['Harry Stradling', '', ''], 'Edited by': ['William H. Ziegler', '', ''], 'Music by': ['Ernest Gold', '', ''], 'Distributed by': ['Warner Bros. Pictures', '', ''], 'Release date': ['May\xa019,\xa01959', ' (Philadelphia)', '\n \n', ''], 'Running time': ['136 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', ''], 'Box office': ['$2.8 million (est. US/ Canada rentals)', '', '']}",7 Reviews,71,500+ Ratings,80,"[('vudu', 'Rent/buy'), ('amazon-prime-video-us', 'Rent/buy'), ('itunes', 'Rent/buy')]",1959, Drama/Lgbtq+, 2h 16m
Five Branded Women,1960,"{'Directed by': ['Martin Ritt', '', ''], 'Written by': [' ', 'Ivo Perilli', 'Michael Wilson', 'Paul Jarrico', 'Ugo Pirro', '', ''], 'Produced by': ['Dino De Laurentiis', '', ''], 'Starring': ['Silvana Mangano', 'Vera Miles', 'Barbara Bel Geddes', 'Jeanne Moreau', 'Richard Basehart', 'Harry Guardino', 'Steve Forrest', 'Alex Nicol', 'Carla Gravina', 'Van Heflin', '', ''], 'Cinematography': ['Giuseppe Rotunno', '', ''], 'Music by': ['Angelo Francesco Lavagnino', '', ''], 'Distributed by': ['Paramount Pictures', '', ''], 'Release date': ['March\xa015,\xa01960', '\n \n', ''], 'Running time': ['115 minutes', '', ''], 'Countries': ['United States', 'Italy', '', ''], 'Language': ['English', '', ''], 'Box office': ['$1,000,000 (US/ Canada)', '', '']}",0 Reviews,,0 Ratings,,,1960, Drama, 1h 41m
13 Ghosts,1960,"{'Directed by': ['William Castle', '', ''], 'Written by': ['Robb White', '', ''], 'Produced by': ['William Castle', '', ''], 'Starring': ['Charles Herbert', 'Jo Morrow', 'Rosemary DeCamp', 'Margaret Hamilton', 'Donald Woods', '\n \n', ''], 'Cinematography': ['Joseph F. Biroc', '', ''], 'Edited by': ['Edwin H. Bryant', '', ''], 'Music by': ['Von Dexter', '', ''], 'Distributed by': ['Columbia Pictures', '', ''], 'Release date': ['August\xa05,\xa01960', '\n \n', ''], 'Running time': ['84 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', ''], 'Box office': ['$1.5 million (US/Canada)', '', '']}",14 Reviews,36,"250,000+ Ratings",41,"[('vudu', 'Rent/buy'), ('amazon-prime-video-us', 'Rent/buy'), ('itunes', 'Rent/buy')]",1960, Horror, 1h 28m
The Bad Sleep Well,1960,"{'Directed by': ['Akira Kurosawa', '', ''], 'Written by': ['Akira Kurosawa', 'Hideo Oguni', 'Eijirō Hisaita', 'Ryūzō Kikushima', 'Shinobu Hashimoto', '', ''], 'Produced by': ['Akira Kurosawa', 'Tomoyuki Tanaka', '', ''], 'Starring': ['Toshiro Mifune', '', ''], 'Cinematography': ['Yuzuru Aizawa', '', ''], 'Edited by': ['Akira Kurosawa', '', ''], 'Music by': ['Masaru Sato', '', ''], 'Production companies': ['Kurosawa Productions', 'Toho Studios'], 'Distributed by': ['Toho', '', ''], 'Release date': ['September\xa019,\xa01960', '\n \n', ''], 'Running time': ['151 minutes', '', ''], 'Country': ['Japan', '', ''], 'Language': ['Japanese', '', ''], 'Budget': ['', ''], 'Box office': ['', '']}",20 Reviews,100,"5,000+ Ratings",92,,1960, Crime/Drama, 2h 24m
Alakazam the Great,1960,"{'Directed by': ['Taiji Yabushita', 'Daisaku Shirakawa', '', ''], 'Written by': ['Keinosuke Uekusa', '', ''], 'Based on': ['by ', 'by ', ""Wu Cheng'en"", 'Osamu Tezuka', '', ''], 'Produced by': ['Hiroshi Okawa', '', ''], 'Starring': ['Kiyoshi Komiyama', 'Noriko Shindō', 'Hideo Kinoshita', 'Setsuo Shinoda', '', ''], 'Narrated by': ['Sterling Holloway', '', ''], 'Cinematography': ['Harusato Otsuka', 'Komei Ishikawa', 'Kenji Sugiyama', '', ''], 'Edited by': ['Shintaro Miyamoto', 'Kanjiro Igusa', '', ''], 'Music by': ['Ryoichi Hattori', '', ''], 'Production company': ['', 'Toei Doga'], 'Distributed by': ['Toei Company', '', ''], 'Release date': ['August\xa014,\xa01960', ' (Japan)', '\n \n', ''], 'Running time': ['88 minutes', '', ''], 'Country': ['Japan', '', ''], 'Language': ['Japanese', '', '']}",2 Reviews,,50+ Ratings,48,"[('amazon-prime-video-us', 'Rent/buy')]",1961, Kids & family/Fantasy, 1h 28m
The Angry Silence,1960,"{'Directed by': ['Guy Green', '', ''], 'Written by': ['Bryan Forbes', 'Michael Craig', 'Richard Gregson', '', ''], 'Produced by': ['Bryan Forbes', 'Jack Rix', 'Richard Attenborough', '', ''], 'Starring': ['Richard Attenborough', 'Michael Craig', 'Pier Angeli', 'Bernard Lee', '', ''], 'Cinematography': ['Arthur Ibbetson', '', ''], 'Edited by': ['Anthony Harvey', '', ''], 'Music by': ['Malcolm Arnold', '', ''], 'Production company': ['Beaver Films', ''], 'Distributed by': ['British Lion Film Corporation', '', ''], 'Release date': ['15 March 1960', '', ''], 'Running time': ['95 minutes', '', ''], 'Country': ['United Kingdom', '', ''], 'Language': ['English', '', ''], 'Budget': ['£97,000', '', '']}",5 Reviews,80,100+ Ratings,79,,1960, Drama, 1h 35m
Anuradha,1960,"{'Directed by': ['Hrishikesh Mukherjee', '', ''], 'Screenplay by': ['Shachin Bhowmick', 'D. N. Mukherjee', 'Samir Chowdhary', 'Rajinder Singh Bedi', '', ''], 'Story by': ['Sachin Bhowmick', '', ''], 'Produced by': ['Hrishikesh Mukherjee', 'L. B. Thakur', '', ''], 'Starring': [' ', 'Balraj Sahni', 'Leela Naidu', '', ''], 'Cinematography': ['Jaywant Pathare', '', ''], 'Edited by': ['Das Dhaimade', '', ''], 'Music by': [' ', ' ', 'Pandit Ravi Shankar', 'Shailendra', '', ''], 'Release date': ['1960', '\n \n', ''], 'Running time': ['141 minutes', '', ''], 'Country': ['India', '', ''], 'Language': ['Hindi', '', '']}",0 Reviews,,Fewer than 50 Ratings,,,1960, Drama, 2h 21m
