title,year,infobox,critics_count,critics_score,audience_count,audience_score,suppliers_list,rottentomatoes_year,rottentomatoes_genre,rottentomatoes_length
Ghost in the Shell 2: Innocence,2004,"{'Directed by': ['Mamoru Oshii', '', ''], 'Screenplay by': ['Mamoru Oshii', '', ''], 'Based on': ['by ', 'Masamune Shirow', '', ''], 'Produced by': ['Mitsuhisa Ishikawa', 'Toshio Suzuki', '', ''], 'Starring': ['Akio Ōtsuka', 'Atsuko Tanaka', '', ''], 'Cinematography': ['Miki Sakuma', '', ''], 'Edited by': ['Sachiko Miki', 'Chihiro Nakano', 'Junichi Uematsu', '', ''], 'Music by': ['Kenji Kawai', '', ''], 'Production companies': ['', 'Production I.G Studio Ghibli'], 'Distributed by': ['Toho', '', ''], 'Release date': ['6\xa0March\xa02004', ' (Japan)', '\n \n', ''], 'Running time': ['98 minutes', '', ''], 'Country': ['Japan', '', ''], 'Language': ['Japanese', '', ''], 'Budget': ['$20\xa0million', '', ''], 'Box office': ['$9.8\xa0million', '', ''], 'Released': ['2004-03-03', '2005-09-13 (UPC 669198251900)', '', ''], '': ['Kenji Kawai', '', ''], 'Length': ['47', '', '']}",98 Reviews,64,"25,000+ Ratings",80,"[('vudu', 'Rent/buy'), ('amazon-prime-video-us', 'Rent/buy'), ('itunes', 'Rent/buy')]",2004, Sci-fi/Anime, 1h 38m
Naruto the Movie: Ninja Clash in the Land of Snow,2004,"{'': ['Gekijōban Naruto Daikatsugeki! Yukihime Ninpōchō dattebayo!!', '', ''], 'Directed by': ['Tensai Okamura', '', ''], 'Screenplay by': ['Katsuyuki Sumisawa', '', ''], 'Based on': ['by ', 'Masashi Kishimoto', '', ''], 'Produced by': ['Manyo Oshikiri', 'Tomoko Gushima', '', ''], 'Starring': ['Junko Takeuchi', 'Yūko Kaida', 'Tsutomu Isobe', '', ''], 'Cinematography': ['Atsuho Matsumoto', '', ''], 'Edited by': ['Seiji Morita', '', ''], 'Music by': ['Toshio Masuda', '', ''], 'Production company': ['', 'Studio Pierrot'], 'Distributed by': ['Toho', '', ''], 'Release date': ['August\xa021,\xa02004', '\n \n', ''], 'Running time': ['82 minutes', '', ''], 'Country': ['Japan', '', ''], 'Language': ['Japanese', '', ''], 'Box office': ['¥1.37 billion\n(US$11.1 million)', '', '']}",0 Reviews,,0 Ratings,,,2004, Adventure/Anime, 1h 53m
Infection,2004,"{'Directed by': ['Masayuki Ochiai', '', ''], 'Screenplay by': ['Masayuki Ochiai', '', ''], 'Story by': ['Ryoichi Kimizuka', '', ''], 'Produced by': ['Takashige Ichise', '', ''], 'Starring': ['Kōichi Satō', 'Masanobu Takashima', '\n \n', ''], 'Cinematography': ['Hatsuaki Masui', '', ''], 'Edited by': ['Yoshifumi Fukazawa', '', ''], 'Music by': ['Kuniaki Haishima', '', ''], 'Production companies': ['', '', 'Geneon Entertainment', 'Nikkatsu', 'Oz Co.', 'Tokyo Broadcasting System'], 'Distributed by': ['Toho', '', ''], 'Release date': ['October\xa02,\xa02004', ' (Japan)', '\n \n', ''], 'Running time': ['98 minutes', '', ''], 'Country': ['Japan', '', ''], 'Language': ['Japanese', '', '']}",5 Reviews,60,"5,000+ Ratings",57,,2004, Horror, 1h 38m
Hana and Alice,2004,"{'Directed by': ['Shunji Iwai', '', ''], 'Screenplay by': ['Shunji Iwai', '', ''], 'Produced by': ['Shunji Iwai', '', ''], 'Starring': ['Anne Suzuki', 'Yū Aoi', 'Tomohiro Kaku', '\n \n', ''], 'Cinematography': ['Noboru Shinoda', '', ''], 'Music by': ['Shunji Iwai', '', ''], 'Production company': ['Rockwell Eyes', ''], 'Distributed by': ['Toho', '', ''], 'Release date': ['March\xa013,\xa02004', '\n \n', ''], 'Running time': ['135 minutes', '', ''], 'Country': ['Japan', '', '']}",1 Reviews,,"2,500+ Ratings",86,,2004, Comedy/Drama, 2h 13m
Kamikaze Girls,2004,"{'Genre': [', ', 'Comedy', 'drama', '', ''], 'Written\xa0by': ['Novala Takemoto', 'Yukio Kanesada', '', ''], 'Published\xa0by': ['Shogakukan', '', ''], 'English publisher': ['Viz Media', '', ''], 'Published': ['2004', '', ''], 'Directed\xa0by': ['Tetsuya Nakashima', '', ''], 'Music\xa0by': ['Yoko Kanno', '', ''], 'Released': ['May\xa013,\xa02004', ' (', ')', 'May\xa029,\xa02004', ' (Japan)', 'Cannes', '\n \n', ''], 'Runtime': ['102 minutes', '', ''], 'Imprint': ['Flower Comics', '', ''], 'Magazine': ['', ''], 'Demographic': ['', ''], 'Volumes': ['1', '', '']}",29 Reviews,62,"5,000+ Ratings",87,,2004, Adventure/Comedy, 1h 40m
Lunch Box,2004,"{'Directed by': ['Shinji Imaoka', '', ''], 'Written by': ['Shinji Imaoka', '', ''], 'Produced by': ['Daisuke Asakura', '', ''], 'Starring': ['Yumika Hayashi', '', ''], 'Edited by': ['Kazuhiro Suzuki', '', ''], 'Production company': ['Kokuei', ''], 'Distributed by': ['Shintōhō Eiga', '', ''], 'Release date': ['March 9, 2004', '', ''], 'Running time': ['65 min.', '', ''], 'Country': ['Japan', '', ''], 'Language': ['Japanese', '', '']}",0 Reviews,,0 Ratings,,,1991, Comedy, 1h 30m
Mind Game,2004,"{'': ['Maindo Gēmu', '', ''], 'Directed by': ['Masaaki Yuasa', '', ''], 'Written by': ['Masaaki Yuasa', '', ''], 'Based on': ['by Robin Nishi', '', ''], 'Produced by': ['Eiko Tanaka', '', ''], 'Starring': ['Sayaka Maeda', 'Koji Imada', 'Takashi Fujii', '', ''], 'Edited by': ['Kyōko Mizuta', '', ''], 'Music by': ['Seiichi Yamamoto', '', ''], 'Production company': ['', 'Studio 4°C'], 'Distributed by': ['Asmik Ace Entertainment', '', ''], 'Release date': ['August\xa07,\xa02004', '\n \n', ''], 'Running time': ['103 minutes', '', ''], 'Country': ['Japan', '', ''], 'Language': ['Japanese', '', '']}",12 Reviews,100,"2,500+ Ratings",93,"[('amazon-prime-video-us', 'Rent/buy'), ('itunes', 'Rent/buy')]",2004, Adventure/Comedy, 1h 43m
Marebito,2004,"{'Directed by': ['Takashi Shimizu', '', ''], 'Written by': ['Takashi Shimizu', 'Chiaki Konaka', '', ''], 'Produced by': ['Tatsuhiko Hirata', '', ''], 'Starring': ['Shinya Tsukamoto', 'Tomomi Miyashita', '', ''], 'Cinematography': ['Tsukasa Tanabe', '', ''], 'Edited by': ['Masahiro Ugajin', '', ''], 'Music by': ['Toshiyuki Takine', '', ''], 'Release date': ['May\xa022,\xa02004', ' (Seattle International Film Festival)', '\n \n', ''], 'Running time': ['92 minutes', '', ''], 'Country': ['Japan', '', ''], 'Language': ['Japanese', '', ''], 'Box office': ['$107,259', '', '']}",29 Reviews,38,"10,000+ Ratings",50,"[('vudu', 'Rent/buy')]",2004, Horror, 1h 32m
Steamboy,2004,"{'Directed by': ['Katsuhiro Otomo', '', ''], 'Screenplay by': ['Sadayuki Murai', 'Katsuhiro Otomo', '\n \n', ''], 'Story by': ['Katsuhiro Otomo', '', ''], 'Produced by': ['Shinji Komori', 'Hideyuki Tomioka', '\n \n', ''], 'Starring': ['Anne Suzuki', 'Manami Konishi', 'Katsuo Nakamura', 'Masane Tsukayama', '\n \n', ''], 'Cinematography': ['Mitsuhiro Satô', '', ''], 'Edited by': ['Takeshi Seyama', '', ''], 'Music by': ['Steve Jablonsky', '', ''], 'Production companies': ['', '', 'Sunrise', 'Bandai Visual'], 'Distributed by': ['Toho', '', ''], 'Release date': ['July\xa017,\xa02004', ' (Japan)', '\n \n', ''], 'Running time': ['126 minutes', '', ''], 'Country': ['Japan', '', ''], 'Language': ['Japanese', '', ''], 'Budget': [' (', ')', '', ''], 'Box office': ['$18.9 million', '', '']}",0 Reviews,,0 Ratings,,,2004, Sci-fi/Anime, 2h 5m
Nobody Knows,2004,"{'Directed by': ['Hirokazu Kore-eda', '', ''], 'Written by': ['Hirokazu Kore-eda', '', ''], 'Produced by': ['Hirokazu Kore-eda', '', ''], 'Starring': ['Yūya Yagira', 'Ayu Kitaura', 'Hiei Kimura', '', ''], 'Cinematography': ['Yutaka Yamasaki', '', ''], 'Edited by': ['Hirokazu Kore-eda', '', ''], 'Music by': ['Takako Tate', 'Gontiti', '', ''], 'Production companies': ['Cinequanon, ', 'Bandai Visual'], 'Distributed by': ['Cinequanon, ', ' (USA)', 'IFC Films', '', ''], 'Release dates': ['May\xa013,\xa02004', ' (Cannes)', 'August\xa07,\xa02004', ' (Japan)', '\n \n', ''], 'Running time': ['141 minutes', '', ''], 'Country': ['Japan', '', ''], 'Language': ['Japanese', '', ''], 'Box office': [' 2,265,264', 'US$', '', '']}",94 Reviews,93,"10,000+ Ratings",93,"[('itunes', 'Rent/buy')]",2004, Drama, 2h 21m
One Piece: The Cursed Holy Sword,2004,"{'': ['Wan Pīsu: Norowareta Seiken', '', ''], 'Directed by': ['Kazuhisa Takenōchi', '', ''], 'Screenplay by': ['Yoshiyuki Suga', '', ''], 'Starring': ['Mayumi Tanaka', 'Kazuya Nakai', 'Akemi Okamura', 'Kappei Yamaguchi', 'Hiroaki Hirata', 'Ikue Ōtani', 'Yuriko Yamaguchi', '', ''], 'Cinematography': ['Yoshitada Ishii', 'Masaru Sakanishi', '', ''], 'Edited by': ['Shinichi Fukumitsu', '', ''], 'Music by': ['Kōhei Tanaka', 'Shirō Hamaguchi', '', ''], 'Distributed by': ['Toei Company', '', ''], 'Release date': ['March\xa06,\xa02004', '\n \n', ''], 'Running time': ['95 minutes', '', ''], 'Country': ['Japan', '', ''], 'Language': ['Japanese', '', ''], 'Box office': ['', '']}",0 Reviews,,Fewer than 50 Ratings,,,2004, Kids & family/Adventure, 1h 35m
Swing Girls,2004,"{'': ['', ''], 'Directed by': ['Shinobu Yaguchi', '', ''], 'Screenplay by': ['Shinobu Yaguchi', '', ''], 'Based on': ['Tateshina High School Jazz Club and Takasago High School Big Friendly Jazz Orchestra', '', ''], 'Produced by': ['Shintaro Horikawa', 'Daisuke Sekiguchi', '\n \n', ''], 'Starring': ['Juri Ueno', 'Yuta Hiraoka', 'Shihori Kanjiya', 'Yuika Motokariya', '\n \n', ''], 'Cinematography': ['Takahide Shibanushi', '', ''], 'Music by': ['Hiroshi Kishimoto', 'Micky Yoshino', '\n \n', ''], 'Production companies': ['', '', 'Altamira Pictures', 'DENTSU Music and Entertainment', 'Fuji Television Network'], 'Distributed by': ['Toho', '', ''], 'Release date': ['September\xa011,\xa02004', ' (Japan)', '\n \n', ''], 'Running time': ['105 minutes', '', ''], 'Country': ['Japan', '', ''], 'Box office': ['$18.45 million', '', '']}",0 Reviews,,"2,500+ Ratings",91,,2004, Comedy/Drama, 1h 45m
After Midnight,2004,"{'Directed by': ['Davide Ferrario', '', ''], 'Written by': ['Davide Ferrario', '', ''], 'Starring': [' ', 'Giorgio Pasotti', 'Francesca Inaudi', 'Fabio Troiano', 'Francesca Picozza', '', ''], 'Narrated by': ['Silvio Orlando', '', ''], 'Cinematography': ['Dante Cecchin', '', ''], 'Edited by': ['Claudio Cormio', '', ''], 'Music by': [' ', ' Fabio Barovero ', ' ', 'Banda Ionica', 'Daniele Sepe', '', ''], 'Release dates': ['8 February 2004 (', ')', '23 April 2004 (Italy)', 'Berlinale', '', ''], 'Running time': ['92 minutes', '', ''], 'Language': ['Italian', '', '']}",20 Reviews,60,500+ Ratings,72,,2004, Romance/Comedy, 1h 31m
Tony Takitani,2004,"{'Directed by': ['Jun Ichikawa', '', ''], 'Written by': [' (short story)', 'Haruki Murakami', 'Jun Ichikawa', '', ''], 'Produced by': ['Motoki Ishida', '', ''], 'Starring': ['Issey Ogata', 'Rie Miyazawa', '', ''], 'Music by': ['Ryuichi Sakamoto', '', ''], 'Distributed by': ['\n', ' ', 'Strand Releasing', 'Axiom Films', '', ''], 'Release dates': ['August\xa011,\xa02004', ' (Locarno Film Festival)', 'January\xa029,\xa02005', ' (Japan)', '\n \n', ''], 'Running time': ['75 minutes', '', ''], 'Country': ['Japan', '', ''], 'Language': ['Japanese', '', ''], 'Released': ['12 December 2007', '', ''], 'Recorded': ['Legacy Recording Studios, Studio A-509, New York', '', ''], '': ['Norika Sora, Evan Balmer', '', '']}",58 Reviews,88,"2,500+ Ratings",82,,2004, Drama, 1h 15m
City Limits,2004,"{'Directed by': ['Andrea Costantini', '', ''], 'Written by': ['Andrea Costantini', '', ''], 'Starring': ['Edoardo Leo', '', ''], 'Cinematography': ['Daniele Massaccesi', '', ''], 'Edited by': ['Patrizia Ceresani', '', ''], 'Release date': ['2004', '\n \n', ''], 'Country': ['Italy', '', ''], 'Language': ['Italian', '', '']}",0 Reviews,,0 Ratings,,"[('amazon-prime-video-us', 'Rent/buy')]",2004, Drama/Action, 1h 45m
Ultraman: The Next,2004,"{'Directed by': ['Kazuya Konaka', '', ''], 'Written by': ['Keiichi Hasegawa', '', ''], 'Produced by': ['Kiyoshi Suzuki', '', ''], 'Starring': [' ', 'Kyoko Toyama ', 'Nae Yuuki', 'Tetsuya Bessho', '', ''], 'Cinematography': ['Shinichi Ooka', '', ''], 'Music by': ['Tak Matsumoto', '', ''], 'Production company': ['', 'Tsuburaya Productions'], 'Distributed by': ['Shochiku', '', ''], 'Release date': ['December\xa018,\xa02004', '\n \n', ''], 'Running time': ['97 minutes', '', ''], 'Country': ['Japan', '', ''], 'Language': ['Japanese', '', ''], 'Budget': ['$6.3 million', '', '']}",1 Reviews,,Fewer than 50 Ratings,77,,1998, Action/Sci-fi, 1h 8m
Vital,2004,"{'Directed by': ['Shinya Tsukamoto', '', ''], 'Written by': ['Shinya Tsukamoto', '', ''], 'Produced by': ['Shinya Tsukamoto', '', ''], 'Starring': ['Tadanobu Asano', 'Nami Tsukamoto', '', ''], 'Music by': ['Chu Ishikawa', '', ''], 'Distributed by': ['Gold View Company Ltd.', '', ''], 'Release date': ['2004 (Japan)', '', ''], 'Running time': ['86 min.', '', ''], 'Language': ['Japanese', '', '']}",8 Reviews,88,"2,500+ Ratings",71,"[('amazon-prime-video-us', 'Rent/buy'), ('itunes', 'Rent/buy')]",2004, Drama, 1h 26m
Zebraman,2004,"{'': ['Zeburāman', '', ''], 'Directed by': ['Takashi Miike', '', ''], 'Written by': ['Kankurō Kudō', '', ''], 'Produced by': ['Aiko Hattori', 'Matoko Okada', '\n \n', ''], 'Starring': ['Shō Aikawa', '', ''], 'Cinematography': ['Kazunari Tanaka', '', ''], 'Edited by': ['Yasushi Shimamura', '', ''], 'Music by': ['Kōji Endō', '', ''], 'Distributed by': ['Toei Company', '', ''], 'Release date': ['2004', '\n \n', ''], 'Running time': ['115 minutes', '', ''], 'Country': ['Japan', '', ''], 'Language': ['Japanese', '', ''], 'Box office': ['$3.1 million', '', '']}",14 Reviews,57,"2,500+ Ratings",68,"[('amazon-prime-video-us', 'Subscription'), ('itunes', 'Rent/buy')]",2004, Comedy, 1h 55m
Agata and the Storm,2004,"{'Directed by': ['Silvio Soldini', '', ''], 'Starring': ['Licia Maglietta', 'Giuseppe Battiston', 'Emilio Solfrizzi', '', ''], 'Cinematography': ['Arnaldo Catinari', '', ''], 'Release date': ['2004', '\n \n', ''], 'Running time': ['125 minutes', '', ''], 'Country': ['Italy', '', ''], 'Language': ['Italian', '', '']}",2 Reviews,,500+ Ratings,68,,2004, Romance/Comedy, 1h 58m
Christmas Rematch,2004,"{'Directed by': ['Pupi Avati', '', ''], 'Written by': ['Pupi Avati', '', ''], 'Produced by': ['Anronio Avati', '', ''], 'Starring': [', ', ', ', 'Diego Abatantuono', 'Carlo Delle Piane', 'Alessandro Haber', '', ''], 'Cinematography': ['Pasquale Rachini', '', ''], 'Edited by': ['Amedeo Salfa', '', ''], 'Music by': ['Riz Ortolani', '', ''], 'Distributed by': ['Medusa Film', '', ''], 'Release date': ['2004', '\n \n', ''], 'Running time': ['99 minutes', '', ''], 'Country': ['Italy', '', ''], 'Language': ['Italian', '', '']}",0 Reviews,,Fewer than 50 Ratings,60,,2016, Comedy, 1h 35m
Christmas in Love,2004,"{'Directed by': ['Neri Parenti', '', ''], 'Written by': ['Neri Parenti', 'Fausto Brizzi', 'Marco Martani', '', ''], 'Produced by': ['Aurelio De Laurentiis', '', ''], 'Starring': [', ', ', ', ', ', ', ', 'Christian De Sica', 'Danny DeVito', 'Massimo Boldi', 'Ronn Moss', 'Sabrina Ferilli', '', ''], 'Narrated by': ['Christian De Sica and Massimo Boldi (introduction)', '', ''], 'Edited by': ['Luca Montanari', '', ''], 'Music by': ['Bruno Zambrini', '', ''], 'Production company': ['', 'Cinecittà'], 'Distributed by': ['Filmauro', '', ''], 'Release date': ['17 December 2004', '', ''], 'Running time': ['118 minutes', '', ''], 'Countries': ['Italy', 'Switzerland', '', ''], 'Languages': ['Italian', 'English', '', '']}",0 Reviews,,Fewer than 50 Ratings,12,,2004, Holiday/Romance, 1h 56m
An Italian Romance,2004,"{'Directed by': ['Carlo Mazzacurati', '', ''], 'Cinematography': ['Luca Bigazzi', '', ''], 'Music by': ['Franco Piersanti', '', ''], 'Language': ['Italian', '', '']}",1 Reviews,,Fewer than 50 Ratings,0,,2004, Romance/Drama, 1h 48m
Don't Move,2004,"{'Directed by': ['Sergio Castellitto', '', ''], 'Written by': [' (story & screenplay)', ' (novel, story & screenplay)', 'Sergio Castellitto', 'Margaret Mazzantini', '', ''], 'Produced by': ['Marco Chimenz', 'Giovanni Stabilini', 'Riccardo Tozzi', '', ''], 'Starring': ['Penélope Cruz', 'Sergio Castellitto', 'Claudia Gerini', '', ''], 'Cinematography': ['Gianfilippo Corticelli', '', ''], 'Edited by': ['Patrizio Marone', '', ''], 'Music by': ['Lucio Godoy', 'Vasco Rossi', '', ''], 'Distributed by': ['Medusa Distribuzione', '', ''], 'Release date': ['12\xa0March\xa02004', '\n \n', ''], 'Running time': ['125 minutes', '', ''], 'Country': ['Italy', '', ''], 'Language': ['Italian', '', '']}",61 Reviews,46,"5,000+ Ratings",80,,2004, Drama, 1h 59m
Eros,2004,"{'Directed by': ['Wong Kar-wai', 'Steven Soderbergh', 'Michelangelo Antonioni', '', ''], 'Written by': ['Wong Kar-wai', 'Steven Soderbergh', 'Tonino Guerra', '', ''], 'Based on': ['by Michelangelo Antonioni (segment ""Il filo pericoloso delle cose"")', '', ''], 'Produced by': ['Jimmy de Brabant', 'Jacky Pang Yee Wah', 'Wong Kar-wai', 'Stéphane Tchalgadjieff', 'Domenico Procacci', 'Jacques Bar', 'Raphael Berdugo', 'Gregory Jacobs', '', ''], 'Starring': ['Regina Nemni', 'Gong Li', 'Chang Chen', 'Alan Arkin', 'Robert Downey Jr.', 'Ele Keats', 'Christopher Buchholz', 'Luisa Ranieri', '\n \n', ''], 'Cinematography': [' ', ' ', ' ', 'Christopher Doyle', 'Peter Andrews', 'Marco Pontecorvo', '', ''], 'Edited by': [' ', ' ', 'Claudio Di Mauro ', 'William Chang Suk Ping', 'Mary Ann Bernard', '', ''], 'Music by': [' ', 'Vinicio Milani ', 'Peer Raben', 'Enrica Antonioni', '', ''], 'Production company': ['', 'Jet Tone Production'], 'Distributed by': [' ', ' ', 'Warner Independent Pictures', 'Fandango', '', ''], 'Release dates': ['10\xa0September\xa02004', ' (', ')', '3\xa0December\xa02004', ' (Italy)', '8\xa0April\xa02005', ' (USA)', '12\xa0May\xa02005', ' (Hong Kong)', 'Venice', '\n \n', ''], 'Running time': ['104 minutes', '', ''], 'Countries': ['Hong Kong', 'United States', 'Italy', '', ''], 'Languages': ['Mandarin', 'English', 'Italian', '', ''], 'Box office': ['$1.5 million', '', '']}",67 Reviews,34,"5,000+ Ratings",45,"[('vudu', 'Rent/buy'), ('amazon-prime-video-us', 'Rent/buy'), ('itunes', 'Rent/buy')]",2004, Drama/Romance, 1h 49m
First Love,2004,"{'Directed by': ['Matteo Garrone', '', ''], 'Written by': ['Matteo Garrone ', ' Massimo Gaudioso', '', ''], 'Produced by': ['Domenico Procacci', '', ''], 'Starring': [' ', ' ', 'Vitaliano Trevisan', 'Michela Cescon', '', ''], 'Cinematography': ['Marco Onorato', '', ''], 'Edited by': ['Marco Spoletini', '', ''], 'Music by': ['Banda Osiris', '', ''], 'Production company': ['', 'Fandango'], 'Release date': ['13 February 2004', '', ''], 'Running time': ['100 minutes', '', ''], 'Country': ['Italy', '', ''], 'Language': ['Italian', '', '']}",2 Reviews,,0 Ratings,,"[('amazon-prime-video-us', 'Rent/buy')]",2021, Mystery & thriller/Drama, 1h 59m
Evilenko,2004,"{'Directed by': ['David Grieco', '', ''], 'Written by': ['David Grieco', '', ''], 'Produced by': ['Mario Cotone', '', ''], 'Starring': ['Malcolm McDowell', 'Marton Csokas', 'Ronald Pickup', 'Frances Barber', 'John Benfield', 'Vernon Dobtcheff', '', ''], 'Cinematography': ['Fabio Zamarion', '', ''], 'Edited by': ['Francesco Bilotti', 'Massimo Fiocchi', '', ''], 'Music by': ['Angelo Badalamenti', ""Dolores O'Riordan"", '', ''], 'Production companies': ['Pacific Pictures', 'MiBAC'], 'Distributed by': ['Mikado ', ' ', 'Jinga Films', 'TLA Releasing', '', ''], 'Release date': ['16\xa0April\xa02004', ' (Italy)', '\n \n', ''], 'Running time': ['111 minutes', '', ''], 'Country': ['Italy', '', ''], 'Language': ['English', '', ''], 'Budget': ['$9.7 million', '', '']}",3 Reviews,,250+ Ratings,47,,2004, Crime/Drama, 1h 48m
Love Returns,2004,"{'Directed by': ['Sergio Rubini', '', ''], 'Written by': [' ', 'Sergio Rubini', 'Domenico Starnone', '', ''], 'Cinematography': ['Paolo Carnera', '', ''], 'Music by': [', ', ' Pierluigi Ferrandini', 'Ivan Iusco', '', ''], 'Production company': ['Bianca Film', ''], 'Distributed by': ['Warner Bros. Pictures', '', ''], 'Release date': ['2004', '', ''], 'Language': ['Italian', '', '']}",0 Reviews,,0 Ratings,,,2004, Drama, 1h 55m
Private,2004,"{'Directed by': ['Saverio Costanzo', '', ''], 'Written by': [',', ',', 'Camilla Costanzo', 'Saverio Costanzo', 'Alessio Cremonini', '', ''], 'Produced by': ['Mario Gianani', '', ''], 'Starring': [',', 'Mohammad Bakri', 'Lior Miller', '', ''], 'Distributed by': ['Typecast Releasing', '', ''], 'Release date': ['10 September 2004 (', ')', '', ''], 'Running time': ['90 minutes', '', ''], 'Country': ['Italy', '', ''], 'Languages': ['Arabic, English, Hebrew', '', '']}",34 Reviews,82,"1,000+ Ratings",89,,2004, Drama/War, 1h 33m
Saint Rita,2004,"{'Written by': ['Maura Nuccetelli', 'Elisabetta Lodoli', '', ''], 'Directed by': ['Giorgio Capitani', '', ''], 'Starring': ['Vittoria Belvedere', '', ''], 'Composer': ['Marco Frisina', '', ''], 'Original language': ['Italian', '', ''], 'Cinematography': ['Fabrizio Lucci', '', ''], 'Editor': ['Antonio Siciliano', '', ''], 'Running time': ['200 min.', '', ''], 'Original network': ['Canale 5', '', ''], 'Original release': ['2004', '', '']}",0 Reviews,,50+ Ratings,100,,1979, Comedy, 1h 30m
The Spectator,2004,"{'Directed by': ['Paolo Franchi', '', ''], 'Starring': ['Barbora Bobuľová', '', ''], 'Cinematography': ['Giuseppe Lanci', '', ''], 'Music by': ['Carlo Crivelli', '', ''], 'Release date': ['2004', '', ''], 'Running time': ['98 minutes', '', ''], 'Country': ['Italy', '', ''], 'Language': ['Italian', '', '']}",0 Reviews,,0 Ratings,,,2019, Drama, 13m
Stay with Me,2004,"{'Directed by': ['Livia Giampalmo', '', ''], 'Written by': ['Livia Giampalmo', '', ''], 'Starring': ['Giovanna Mezzogiorno', '', ''], 'Cinematography': ['Franco Lecca', '', ''], 'Music by': ['Paolo Vivaldi', '', ''], 'Release date': ['2004', '\n \n', ''], 'Language': ['Italian', '', '']}",0 Reviews,,Fewer than 50 Ratings,,,2006, Comedy, 1h 15m
Strange Crime,2004,"{'Directed by': ['Roberto Andò', '', ''], 'Cinematography': ['Maurizio Calvesi', '', ''], 'Music by': ['Ludovico Einaudi', '', ''], 'Running time': ['105 minutes', '', ''], 'Box office': ['$135,000', '', '']}",0 Reviews,,Fewer than 50 Ratings,50,,2004, Drama, 1h 42m
5x2,2004,"{'Directed by': ['François Ozon', '', ''], 'Written by': ['François Ozon', 'Emmanuèle Bernheim', '', ''], 'Produced by': ['Olivier Delbosc', 'Marc Missonnier', '', ''], 'Starring': ['Valeria Bruni Tedeschi', 'Stéphane Freiss', '', ''], 'Cinematography': ['Yorick Le Saux', '', ''], 'Edited by': ['Monica Coleman', '', ''], 'Music by': ['Philippe Rombi', '', ''], 'Production companies': ['Fidélité Productions FOZ', 'France 2 Cinéma'], 'Distributed by': ['Mars Distribution', '', ''], 'Release dates': ['1\xa0September\xa02004', ' (France)', '10\xa0June\xa02005', ' (United States)', '\n \n', ''], 'Running time': ['90 minutes', '', ''], 'Country': ['France', '', ''], 'Language': ['French', '', ''], 'Budget': ['$5.3 million', '', ''], 'Box office': ['$4.1 million', '', '']}",69 Reviews,65,"5,000+ Ratings",69,"[('amazon-prime-video-us', 'Rent/buy')]",2004, Drama/Romance, 1h 30m
Immortal,2004,"{'Directed by': ['Enki Bilal', '', ''], 'Written by': ['Enki Bilal (scenario, adaptation and dialogue)', ' (script)', 'Serge Lehman', '', ''], 'Based on': ['Comic book ', ' by Enki Bilal', '', ''], 'Produced by': ['Charles Gassot', '', ''], 'Starring': ['Linda Hardy', 'Thomas Kretschmann', 'Charlotte Rampling', 'Frédéric Pierrot', 'Jean-Louis Trintignant', '\n \n', ''], 'Cinematography': ['Pascal Gennesseaux', '', ''], 'Edited by': ['Véronique Parnet', '', ''], 'Music by': ['Goran Vejvoda', '', ''], 'Production companies': ['Duran Entertainment ', 'Quantic Dream'], 'Distributed by': ['UGC Fox Distribution', '', ''], 'Release date': ['24\xa0March\xa02004', ' (France)', '\n \n', ''], 'Running time': ['102 minutes', '', ''], 'Country': ['France', '', ''], 'Languages': ['French ', 'English', '', ''], 'Budget': ['$22.1 million', '', ''], 'Box office': ['$6.3 million', '', '']}",7 Reviews,43,"5,000+ Ratings",53,,2004, Sci-fi, 1h 42m
Nelly,2004,"{'Directed by': ['Laure Duthilleul', '', ''], 'Written by': ['Pierre-Erwan Guillaume', 'Laure Duthilleul', 'Jean-Pol Fargeau', '', ''], 'Produced by': ['Marie-Amélie Productions', '', ''], 'Starring': ['Sophie Marceau', '', ''], 'Cinematography': ['Christophe Offenstein', '', ''], 'Edited by': ['Catherine Quesemand', '', ''], 'Music by': ['Franck Louise', '', ''], 'Distributed by': ['Pan Européenne ', '', ''], 'Release date': ['15\xa0May\xa02004', ' (France)', '\n \n', ''], 'Running time': ['99 minutes', '', ''], 'Country': ['France', '', ''], 'Language': ['French', '', ''], 'Budget': ['$3.4 million ', '', ''], 'Box office': ['$136.000 ', '', '']}",0 Reviews,,0 Ratings,,,2004, Drama, 1h 39m
